complaint_id,complaint_text,category,issue_subtype,duplicate_group_id,location,priority,status,reported_by_role,date_reported
68811,"The chair in Room B116 is broken, one leg is cracked.",Furniture,chair broken,1011,Room C102,High,Open,Student,2024-10-06
68812,Bulb near the room is flickering and about to die.,Electrical,light flickering,1004,Room C109,Medium,Resolved,Student,2025-08-22
68813,Connection near the entrance keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room E138,Low,Resolved,Student,2025-12-21
68814,The main door fan is making a weird rattling noise.,HVAC/Fan,fan making noise,1000,Room E120,Low,In Progress,Student,2025-09-25
68815,Ceiling in my room looks like it's sagging slightly.,Structural,ceiling/wall damage,1014,Room D111,High,In Progress,Student,2026-02-11
68816,There's no water coming from the tap in Room E141.,Plumbing,no water supply,1008,Room C143,High,Open,Staff,2025-07-04
68817,Water supply has been cut off in my bathroom since morning.,Plumbing,no water supply,1008,Room C116,Low,Open,Student,2024-04-29
68818,There's a pipe leaking under the room in Room E109.,Plumbing,pipe leakage,1010,Room D109,Medium,In Progress,Warden,2026-03-06
68819,There's water seepage on the wall in Room D114.,Structural,seepage/dampness,1016,Room A132,High,In Progress,Student,2024-04-09
68820,Chair near the washbasin has a broken backrest.,Furniture,chair broken,1011,the gym area,Medium,Escalated,Student,2025-09-14
68821,Chair near the switchboard has a broken backrest.,Furniture,chair broken,1011,Room C124,Medium,Open,Student,2025-06-07
68822,WiFi is too slow to even load a webpage in my room.,Internet/WiFi,slow internet,1018,Room E136,Medium,In Progress,Student,2025-12-24
68823,There's no water coming from the tap in Room C138.,Plumbing,no water supply,1008,Room C104,High,In Progress,Student,2024-04-24
68824,Neighbors near the washbasin play loud music till late night.,Noise/Nuisance,noise disturbance,1021,Room D101,Low,In Progress,Student,2024-10-10
68825,Window glass in Block D Floor 3 corridor is cracked.,Structural,door/window broken,1015,Room D109,High,In Progress,Student,2024-10-21
68826,The bed frame in Room A120 is creaking and unstable.,Furniture,bed/desk damaged,1012,Room E117,Medium,Open,Student,2025-05-17
68827,"The chair in Block A Floor 3 corridor is broken, one leg is cracked.",Furniture,chair broken,1011,Room D103,High,In Progress,Student,2024-05-06
68828,I can see loose electrical wiring hanging near the switchboard.,Electrical,wiring exposed / hazard,1006,Room E139,High,Resolved,Student,2024-03-07
68829,Connection near the washbasin keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room E140,Low,In Progress,Student,2024-09-17
68830,Trash hasn't been collected from Room D136 for days.,Cleaning/Sanitation,room not cleaned,1019,Room A115,Low,Open,Student,2026-03-17
68831,Bed in Room A132 is sagging badly in the middle.,Furniture,bed/desk damaged,1012,Room B108,High,Resolved,Staff,2024-09-13
68832,Fan in Room A132 doesn't turn on at all anymore.,HVAC/Fan,fan not working,1001,Room A113,Low,In Progress,Student,2025-07-24
68833,Construction noise near Room C125 is disturbing classes/sleep.,Noise/Nuisance,noise disturbance,1021,Room D124,Low,Resolved,Student,2026-01-23
68834,The Room E122 hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room B104,Low,Resolved,Staff,2026-04-13
68835,"Fan in Room E133 is really noisy, sounds like a rattling tin can.",HVAC/Fan,fan making noise,1000,Room D108,Low,Escalated,Student,2024-06-02
68836,Fan in Room B107 doesn't turn on at all anymore.,HVAC/Fan,fan not working,1001,Room A134,Low,Open,Student,2025-09-25
68837,"Bathroom tap won't shut off properly, water is wasted.",Plumbing,tap leaking,1007,Room B103,Low,Resolved,Staff,2026-06-18
68838,"Room smells damp, there's visible moisture near the hallway.",Structural,seepage/dampness,1016,Room E119,Low,Resolved,Staff,2025-05-26
68839,"I can't charge my devices, the socket in Room A106 is dead.",Electrical,power outlet not working,1003,Room D142,Low,Resolved,Student,2024-01-20
68840,Trash hasn't been collected from Room C125 for days.,Cleaning/Sanitation,room not cleaned,1019,Room A102,Low,Open,Student,2026-04-02
68841,My study chair wobbles a lot and feels unsafe to sit on.,Furniture,chair broken,1011,Room E126,High,Resolved,Staff,2024-01-23
68842,The fan attached to the kitchen area keeps rattling and buzzing loudly.,HVAC/Fan,fan making noise,1000,Room A131,Low,In Progress,Student,2025-07-06
68843,"The door lock in Room C126 is broken, doesn't latch properly.",Structural,door/window broken,1015,Room E140,Medium,Open,Staff,2026-06-19
68844,Main door hinge near the study table is loose and squeaky.,Structural,door/window broken,1015,Room B126,Medium,Resolved,Warden,2025-09-30
68845,The cupboard door in Room E129 won't close properly.,Furniture,cupboard/door issue,1013,Room A118,Low,Resolved,Student,2026-05-21
68846,There's a pipe leaking under the bed in Room D103.,Plumbing,pipe leakage,1010,Room C103,Medium,Open,Student,2025-01-31
68847,No water pressure at all in the switchboard area.,Plumbing,no water supply,1008,Room E106,High,Open,Student,2024-09-19
68848,"Window in my room won't close all the way, lets in rain.",Structural,door/window broken,1015,Room A131,Low,Open,Warden,2026-06-22
68849,"Desk near the corner has a cracked surface, needs repair.",Furniture,bed/desk damaged,1012,Room D134,High,Escalated,Faculty,2024-08-31
68850,The power socket in Room B138 isn't working.,Electrical,power outlet not working,1003,Block B Floor 4 corridor,Medium,In Progress,Student,2024-03-21
68851,I found ants all over the study table in my room.,Cleaning/Sanitation,pest issue,1020,Room B122,Low,Resolved,Student,2025-05-08
68852,"The chair in Room E129 is broken, one leg is cracked.",Furniture,chair broken,1011,Room A108,High,In Progress,Student,2024-09-28
68853,The cupboard door in Room B110 won't close properly.,Furniture,cupboard/door issue,1013,Room B117,Medium,Open,Warden,2026-08-24
68854,Power point in the room sparked and now doesn't work.,Electrical,power outlet not working,1003,Room D110,Medium,In Progress,Warden,2026-05-11
68855,The bed frame in Room C137 is creaking and unstable.,Furniture,bed/desk damaged,1012,Room E111,Medium,In Progress,Student,2026-06-08
68856,I can see loose electrical wiring hanging near the switchboard.,Electrical,wiring exposed / hazard,1006,Block B Floor 3 corridor,High,Resolved,Student,2024-06-17
68857,Water supply has been cut off in my bathroom since morning.,Plumbing,no water supply,1008,Room B129,Low,Resolved,Student,2025-11-28
68858,Almirah lock in my room is jammed and won't open.,Furniture,cupboard/door issue,1013,Room C129,Medium,Resolved,Student,2025-04-14
68859,I can see loose electrical wiring hanging near the switchboard.,Electrical,wiring exposed / hazard,1006,Room A129,High,Resolved,Student,2026-05-09
68860,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Room C114,Medium,Escalated,Student,2024-08-16
68861,Water supply has been cut off in my bathroom since morning.,Plumbing,no water supply,1008,Room C111,High,In Progress,Student,2026-07-14
68862,Electrical outlet near the entrance has stopped working.,Electrical,power outlet not working,1003,Room C126,Medium,Escalated,Student,2024-08-12
68863,"Window in my room won't close all the way, lets in rain.",Structural,door/window broken,1015,Room D112,Low,Resolved,Student,2024-02-09
68864,Common washroom near the room is really dirty.,Cleaning/Sanitation,room not cleaned,1019,Room C133,Low,Resolved,Student,2026-07-02
68865,Almirah lock in my room is jammed and won't open.,Furniture,cupboard/door issue,1013,Room D104,Medium,Resolved,Student,2026-06-09
68866,The fan attached to the entrance keeps rattling and buzzing loudly.,HVAC/Fan,fan making noise,1000,Room D109,Low,In Progress,Student,2026-08-21
68867,WiFi is too slow to even load a webpage in my room.,Internet/WiFi,slow internet,1018,Room E109,Medium,Resolved,Student,2026-02-04
68868,There's a pipe leaking under the washbasin in Block D Floor 1 corridor.,Plumbing,pipe leakage,1010,Room A111,Medium,In Progress,Student,2024-01-10
68869,No internet connectivity in my room since last night.,Internet/WiFi,wifi not working,1017,the library reading room,Low,Open,Student,2026-03-04
68870,The tap in Room C141 is leaking non-stop.,Plumbing,tap leaking,1007,Room A143,Medium,In Progress,Warden,2026-04-11
68871,"The door lock in Room B132 is broken, doesn't latch properly.",Structural,door/window broken,1015,Room E132,Medium,In Progress,Staff,2026-03-22
68872,Main door hinge near the ceiling is loose and squeaky.,Structural,door/window broken,1015,Room E101,Medium,Resolved,Student,2026-01-22
68873,"Bathroom tap won't shut off properly, water is wasted.",Plumbing,tap leaking,1007,Room A111,Low,Open,Student,2024-02-11
68874,Bulb near the wall-mounted is flickering and about to die.,Electrical,light flickering,1004,Room D124,Medium,Resolved,Student,2026-08-16
68875,There's constant loud noise coming from Room B116 at night.,Noise/Nuisance,noise disturbance,1021,Room C125,Low,Open,Student,2025-09-01
68876,The light in Room A108 keeps flickering on and off.,Electrical,light flickering,1004,Room C116,Medium,Resolved,Student,2024-08-02
68877,Chair near the staircase landing has a broken backrest.,Furniture,chair broken,1011,Block D Floor 2 corridor,Medium,In Progress,Student,2025-11-23
68878,The Room A112 hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room D116,Medium,In Progress,Student,2025-07-05
68879,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room D128,Medium,Resolved,Student,2025-02-24
68880,There's constant loud noise coming from Room E128 at night.,Noise/Nuisance,noise disturbance,1021,Room A101,Low,Resolved,Student,2024-10-28
68881,There's no power supply at all in Room B119.,Electrical,no electricity,1005,Room B139,High,Resolved,Staff,2025-05-26
68882,Corridor near the window is full of dust and garbage.,Cleaning/Sanitation,room not cleaned,1019,Room B114,Low,In Progress,Student,2024-06-03
68883,"Lights in Room E132 are unstable, they blink randomly.",Electrical,light flickering,1004,Room B121,Low,Resolved,Student,2026-05-04
68884,Wall near the window has a large crack spreading.,Structural,ceiling/wall damage,1014,Room A120,High,Open,Student,2026-07-01
68885,"There are exposed wires near the switchboard in Room B128, looks dangerous.",Electrical,wiring exposed / hazard,1006,Room B130,High,Open,Student,2026-03-02
68886,"Room smells damp, there's visible moisture near the balcony.",Structural,seepage/dampness,1016,Room B132,Low,Escalated,Staff,2024-06-11
68887,Wall near the staircase landing has a large crack spreading.,Structural,ceiling/wall damage,1014,Room A126,High,Resolved,Warden,2024-01-03
68888,Bulb near the kitchen area is flickering and about to die.,Electrical,light flickering,1004,Room E142,Medium,Open,Student,2025-06-26
68889,The cupboard door in Room C117 won't close properly.,Furniture,cupboard/door issue,1013,Room D117,Low,In Progress,Warden,2025-09-05
68890,"Toilet flush isn't working properly in Room D142, backing up.",Plumbing,toilet clogged,1009,Room A120,Medium,Resolved,Visitor,2024-06-19
68891,None of the plug points in my room are giving electricity.,Electrical,power outlet not working,1003,Room C108,Low,Resolved,Staff,2024-01-20
68892,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room C122,Medium,In Progress,Warden,2026-08-20
68893,Wall near the hallway has a large crack spreading.,Structural,ceiling/wall damage,1014,Room E108,Medium,Open,Student,2024-11-16
68894,The corner fan switch works but the blades don't move.,HVAC/Fan,fan not working,1001,Room D142,High,Open,Student,2025-12-29
68895,Electrical outlet near the entrance has stopped working.,Electrical,power outlet not working,1003,Room D105,Medium,In Progress,Warden,2024-01-04
68896,There's a pipe leaking under the switchboard in Room B102.,Plumbing,pipe leakage,1010,Room A139,Medium,Resolved,Student,2025-12-18
68897,Internet keeps disconnecting every few minutes in Room B120.,Internet/WiFi,wifi not working,1017,Room C118,Medium,Resolved,Student,2025-08-16
68898,Water supply has been cut off in my bathroom since morning.,Plumbing,no water supply,1008,Room D106,Low,In Progress,Student,2024-09-12
68899,Ceiling in Room B104 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room D108,Medium,Open,Student,2024-09-28
68900,Connection near the bed keeps buffering constantly.,Internet/WiFi,slow internet,1018,Block B Floor 1 corridor,Low,Escalated,Student,2025-12-30
68901,"The switchboard in my room has sparking wires, feels unsafe.",Electrical,wiring exposed / hazard,1006,Room A105,High,Open,Warden,2026-02-11
68902,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room C141,Medium,Open,Student,2026-04-02
68903,"My room lost electricity completely, need urgent fix.",Electrical,no electricity,1005,Room A119,High,Open,Staff,2026-06-09
68904,Neighbors near the washbasin play loud music till late night.,Noise/Nuisance,noise disturbance,1021,Room D111,Low,In Progress,Student,2025-09-04
68905,The ceiling light keeps going dim then bright in my room.,Electrical,light flickering,1004,Room E116,Low,Open,Warden,2025-03-03
68906,No internet connectivity in my room since last night.,Internet/WiFi,wifi not working,1017,Hostel 7 common washroom,Low,In Progress,Student,2024-02-16
68907,Fan in Room E112 doesn't turn on at all anymore.,HVAC/Fan,fan not working,1001,Room D143,Low,Resolved,Student,2024-07-01
68908,"Toilet flush isn't working properly in Room A122, backing up.",Plumbing,toilet clogged,1009,Room E144,Medium,Open,Warden,2024-07-08
68909,washbasin fan sounds like a washing machine whenever it's on.,HVAC/Fan,fan making noise,1000,Room A144,Low,In Progress,Warden,2025-01-04
68910,The switchboard fan has completely stopped working.,HVAC/Fan,fan not working,1001,Room B104,Medium,Open,Student,2025-02-11
68911,There's a constant leak from the wash basin tap in Room A109.,Plumbing,tap leaking,1007,Room A118,Low,Resolved,Student,2025-05-07
68912,"Lights in Block C Floor 4 corridor are unstable, they blink randomly.",Electrical,light flickering,1004,Room A126,Low,Open,Staff,2025-07-26
68913,There's a pipe leaking under the entrance in Room E109.,Plumbing,pipe leakage,1010,Room A122,Medium,In Progress,Student,2024-03-08
68914,The toilet in the library reading room is clogged and won't flush.,Plumbing,toilet clogged,1009,Room D101,Medium,Resolved,Student,2025-01-03
68915,My bathroom fan is vibrating badly and making buzzing sounds.,HVAC/Fan,fan making noise,1000,Room C118,Low,Open,Student,2024-06-12
68916,My kitchen area fan is vibrating badly and making screeching sounds.,HVAC/Fan,fan making noise,1000,Room A112,Low,In Progress,Staff,2025-07-24
